short_name,overall,pace,shooting,passing,dribbling,defending,physic
N. Eccleston,63,75,63,50,66,29,60
R. Brosco,63,55,36,39,42,64,69
Y. Kasim,63,66,51,63,67,57,68
A. Angeli,63,63,61,62,64,59,68
L. Hodson,63,69,50,57,66,60,66
W. Grigg,63,76,64,47,61,30,70
F. Jensen,63,64,43,62,55,55,63
F. Paghera,63,72,48,61,62,53,65
B. Dabo,63,69,52,61,59,61,70
S. Mantom,63,66,57,65,61,49,61
H. Novillo,63,81,63,50,67,30,55
B. Adams,63,76,27,52,66,62,67
C. Aneke,63,35,62,63,63,47,72
Ko Moo Yul,63,75,61,56,64,32,64
L. Cole,63,75,50,55,69,31,53
C. Newton,63,74,59,60,64,60,63
M. Busellato,63,75,51,63,67,49,69
Pedro Martín,63,75,63,53,62,27,60
Tiá Sastre,63,71,51,63,65,44,48
Teixeira,63,73,59,61,66,32,52
M. Vitzthum,63,70,44,53,59,62,63
Aketxe,63,60,60,67,71,51,40
M. Jorquera,63,75,39,60,64,61,71
P. Parra,63,73,58,60,68,35,40
N. Maturana,63,81,58,59,67,51,45
Álvaro,63,80,52,59,68,25,39
Álex Moreno,63,77,56,61,67,29,49
Aguza,63,62,57,63,61,58,52
Hebert,63,53,30,31,34,65,72
E. Gutiérrez,63,64,48,61,61,58,62
A. Mosquera,63,,,,,,
Ahn Yong Woo,63,75,58,60,65,33,53
S. Ay,63,53,41,50,46,63,64
O. Şahiner,63,67,52,64,63,40,51
Concha,63,75,61,60,69,27,39
H. Ekstein,63,75,53,61,70,34,44
E. Albayrak,63,73,59,61,63,37,55
J. Walsh,63,70,41,52,56,64,66
D. Worrall,63,76,55,58,65,47,58
Z. Sadaev,63,72,62,41,68,27,66
Zé Eduardo,63,74,57,64,65,37,79
D. Le Tallec,63,73,58,47,64,32,62
T. Kayhan,63,76,37,55,65,61,68
S. Moore,63,,,,,,
A. Nikitin,63,58,26,48,35,62,73
A. Sbaffo,63,68,58,62,63,37,68
R. Inglese,63,63,63,40,59,29,65
J. Van Damme,63,42,54,58,54,59,77
R. Mulumba,63,66,55,58,62,54,66
S. Bibilov,63,76,60,61,62,46,68
T. Moulin,63,66,54,62,64,58,70
M. Knoll,63,76,55,61,67,52,67
Cristobal,63,66,55,60,68,26,56
J. Ralls,63,69,61,62,63,52,61
R. Williams,63,77,52,54,68,25,51
P. Gazzaniga,63,,,,,,
B. Montenegro,63,81,64,56,67,28,50
K. Rowe,63,61,65,65,66,52,51
G. Campanharo,63,63,52,62,63,59,59
F. Boyer,63,72,29,40,42,61,72
R. Haps,63,84,48,59,67,63,60
Fábio Nunes,63,71,60,62,64,40,60
A. Kamara,63,80,61,42,58,27,80
B. Dack,63,76,57,59,62,53,59
Kader,63,71,49,58,65,62,62
G. Servio,63,,,,,,
S. Boufal,63,87,50,59,69,25,44
P. Ofosu-Ayeh,63,81,43,57,66,60,75
Josué,63,67,35,41,43,63,67
D. Calvo,63,77,55,56,68,27,57
F. Monserrat,63,71,54,61,71,33,49
M. Catalán,63,82,54,51,54,65,68
H. Altolaguirre,63,69,62,45,64,29,61
K. Rendón,63,66,56,62,65,51,64
M. Diemers,63,64,59,64,65,56,56
M. Perez,63,76,51,61,67,50,62
F. De Col,63,71,26,53,59,61,71
D. Torres,63,69,50,62,67,64,64
Alex Soares,63,67,52,62,64,54,65
F. Álvarez,63,66,30,52,65,61,63
O. Barreto,63,77,59,57,67,28,45
R. Aydin,63,65,60,62,65,54,59
Zé Manuel,63,71,64,56,67,26,57
C. Ivanobski,63,81,64,55,69,27,44
M. Doumbia,63,68,55,59,71,36,60
André,63,75,57,53,65,28,37
T. Malec,63,59,64,50,58,27,76
A. Valentini,63,,,,,,
M. Centeno,63,,,,,,
A. Cisak,63,,,,,,
J. Sudić,63,56,29,42,42,61,68
L. Castiglia,63,62,51,65,63,54,72
Alcalá,63,49,44,49,46,62,79
A. Smárason,63,75,65,63,64,49,71
H. Akpan,63,73,53,59,65,61,76
D. Jensen,63,,,,,,
Kim Hyun Sung,63,72,64,50,59,33,65
S. Bidaoui,63,75,58,56,69,26,51
M. Zeegelaar,63,66,56,51,69,48,66
A. Traoré,63,86,57,62,63,63,66
Aitor,63,,,,,,
C. Hourihane,63,72,54,64,63,57,78
Leozinho,63,75,59,61,70,31,47
N. Mendez-Laing,63,78,58,58,68,32,59
M. Hvilsom,63,71,66,54,55,27,65
S. Pettinari,63,80,62,53,65,34,65
U. Anyora,63,69,60,62,66,58,73
B. Janeczek,63,65,34,49,57,63,66
Júlio Alves,63,64,53,60,64,57,69
A. McCarey,63,,,,,,
R. Wabara,63,83,30,50,59,65,71
A. Raimondi,63,93,61,50,71,26,52
Álex Barrera,63,58,58,59,60,46,73
R. McKenzie,63,81,52,57,71,32,57
J. Tesselaar,63,71,27,52,61,63,64
L. Martinelli,63,54,28,35,36,64,71
I. Kiese Thelin,63,57,61,51,60,26,70
O. Sokullu,63,70,58,62,64,40,55
M. Mak,63,88,64,52,67,28,42
L. Fernández,63,72,62,58,66,30,53
A. Kurdi,63,68,57,66,61,57,64
L. Spendlhofer,63,75,49,54,47,60,78
S. Holmén,63,63,30,41,36,66,66
N. Sinkala,63,71,32,56,61,65,63
Rubén Peña,63,69,57,61,67,32,42
K. Bekker,63,52,60,65,62,48,50
A. Castro,63,75,63,55,66,31,59
J. Becerra,63,87,47,59,71,34,50
J. Lerma,63,75,55,53,58,62,72
C. Saiz,63,56,27,34,46,63,77
B. San Juan,63,80,37,49,56,65,58
F. Álvarez,63,78,39,53,56,57,72
R. Carrascal,63,70,57,59,62,58,72
P. Vidal,63,74,61,57,64,40,62
F. Milo,63,63,32,44,54,67,70
R. Saravia,63,68,29,45,60,61,69
Y. Boé-Kane,63,68,41,55,57,64,73
F. Daffonchio,63,,,,,,
S. Ingason,63,72,47,49,53,63,71
Lee Ju Yong,63,70,58,54,60,66,68
Son Joon Ho,63,45,57,65,58,60,58
N. Yeri,63,78,54,59,67,56,70
Aderlan,63,80,54,58,67,60,59
D. Escalante,63,66,68,36,55,26,67
P. Burzio,63,60,62,45,63,28,58
T. Rakhale,63,74,54,55,67,27,49
G. Kusunga,63,66,43,51,51,62,73
B. Białkowski,63,,,,,,
Grilo,63,70,42,64,67,60,65
R. Griffiths,63,50,48,58,49,64,74
F. Fielding,63,,,,,,
S. Laird,63,74,55,59,59,62,73
S. MacDonald,63,65,57,62,64,61,69
D. Furman,63,69,61,65,65,56,76
C. Alcock,63,71,31,49,55,64,69
J. Juelsgård,63,73,42,57,62,59,71
F. Migliore,63,72,35,56,64,60,73
L. Labylle,63,73,56,61,67,53,48
M. Velardi,63,69,46,58,63,50,67
J. Lecjaks,63,70,53,67,63,59,66
C. Pérez,63,73,25,44,53,62,68
L. Sánchez,63,,,,,,
G. Madine,63,64,63,46,58,30,74
R. Flynn,63,70,53,61,65,37,52
C. Eastmond,63,68,54,63,65,57,66
W. Domoraud,63,77,59,61,65,28,70
C. Landu Landu,63,71,42,58,57,65,78
A. Molina,63,39,42,45,60,63,64
A. Katsaev,63,57,54,65,66,57,65
Y. Tafer,63,78,62,55,67,35,55
T. Salamon,63,69,54,62,64,31,58
D. Wuytens,63,64,26,51,55,63,66
R. Kambolov,63,66,62,61,55,63,69
Igor Martínez,63,75,61,59,70,29,58
M. Mathys,63,66,60,64,60,56,62
K. Tokstad,63,69,60,62,62,42,69
K. Alston,63,83,48,54,63,60,73
Y. Andreu,63,60,28,52,53,63,63
M. Enza-Yamissi,63,70,37,51,60,63,72
M. Futács,63,53,66,52,54,28,73
M. Zúñiga,63,72,59,51,62,31,67
A. Barton,63,59,60,65,64,49,55
V. Ryzhkov,63,66,60,65,63,41,57
Rúper,63,50,55,65,58,54,67
H. Behrens,63,60,50,61,61,63,72
F. Fyvie,63,70,53,64,64,56,62
O. Karuru,63,78,52,59,63,51,64
E. Velikonja,63,70,64,43,59,35,59
I. Uzochukwu,63,68,47,57,60,61,73
Pessalli,63,64,62,62,67,29,56
A. Baby,63,82,50,58,62,54,69
M. Aydin,63,42,67,57,59,32,67
Guerrero,63,72,61,49,64,27,59
Raul García,63,76,44,54,57,64,71
Miguel Nuñez,63,70,55,59,61,59,67
D. Drexler,63,77,61,58,67,27,61
N. Schindelholz,63,51,38,47,48,65,69
T. Eastman,63,51,32,48,50,60,78
V. Eicher,63,,,,,,
S. Walker,63,,,,,,
Hwang Do Yeon,63,76,35,49,53,59,76
Campabadal,63,73,24,53,55,61,66
N. Dussenne,63,62,29,44,43,65,67
E. Demir,63,82,48,61,69,56,65
A. Soares,63,59,34,53,49,65,64
Anderson Carvalho,63,63,49,54,61,65,70
J. Sokolik,63,65,26,41,39,62,71
M. Smith,63,86,38,56,61,61,72
H. Shala,63,73,62,60,69,52,57
Fran Carnicer,63,68,51,66,59,42,63
M. Bjørnbak,63,52,50,55,52,60,77
J. Mössmer,63,66,30,53,60,62,74
S. Hmood,63,72,63,50,60,36,71
J. Müller,63,78,58,57,65,34,67
A. Khamis,63,80,47,59,63,51,45
G. Gope-Fenepej,63,73,61,40,65,29,67
Jozabed,63,60,49,61,56,55,64
J. Tavares,63,76,63,41,59,28,68
P. Azogue,63,74,49,61,64,66,54
P. Heise,63,71,46,59,63,62,67
V. Perales,63,72,32,42,39,63,68
B. Moe,63,69,42,41,48,62,72
A. Al Ghamdi,63,67,64,59,63,31,59
M. Sanhueza,63,79,28,43,52,66,69
A. Escobar,63,83,58,57,68,26,51
N. Lemus,63,61,38,50,55,68,69
D. Moreno,63,55,37,52,54,62,69
J. Meza,63,63,29,32,39,62,72
J. Espinoza,63,72,55,61,68,60,65
F. Schultz,63,73,35,52,57,64,62
A. Sagal,63,70,40,62,65,63,61
E. Puchetta,63,82,57,54,70,26,47
J. Vieyra,63,66,47,68,60,57,63
S. Hogan,63,90,58,50,67,30,57
X. Schenk,63,64,44,59,54,63,73
A. Martínez,63,64,50,60,64,62,65
Adilson,63,61,65,49,65,29,54
Y. Tejeda,63,65,41,56,56,64,70
A. Vuletich,63,52,61,42,60,30,69
F. Marković,63,61,58,65,62,47,56
U. Diallo,63,67,62,39,56,30,56
T. Berra,63,53,27,38,37,63,71
M. González,63,66,28,43,38,66,63
C. Djeugoue,63,75,27,30,47,62,74
A. Badri,63,75,65,59,66,27,56
L. Gregory,63,70,61,49,60,28,69
A. Damen,63,,,,,,
Hugo Seco,63,75,58,61,69,30,57
Philipe Sampaio,63,39,31,35,37,62,74
M. Simonovski,63,61,67,43,54,27,54
W. Jebor,63,55,67,41,56,29,69
V. Fındıklı,63,53,39,52,49,63,67
Paraíba,63,75,51,58,67,27,42
Z. Laczkó,63,68,40,61,59,60,71
J. Grounds,63,70,34,50,51,61,78
J. Mosquera,63,63,62,52,62,27,66
N. Medina,63,77,60,53,68,35,65
Jéfferson,63,66,61,51,64,29,67
Toti,63,82,57,55,70,32,59
F. Gerardi,63,71,60,54,59,31,76
A. Filkor,63,69,50,63,63,52,71
S. Logan,63,81,47,56,65,62,61
G. François,63,75,56,58,68,47,59
V. Mañón,63,68,63,57,65,39,58
Adrián López,63,67,40,52,39,62,66
O. Rojas,63,76,63,65,69,61,64
Lee Kyu Ro,63,68,29,58,65,63,72
C. Patterson-Sewell,63,,,,,,
E. Doyle,63,80,63,57,65,28,60
L. Ngwat Mahop,63,76,58,49,67,28,64
Quique,63,77,62,60,66,38,54
O. Söderberg,63,,,,,,
M. Cetnarski,63,74,55,68,64,37,60
D. Aleksić,63,67,64,53,65,35,61
J. Obika,63,73,62,39,59,30,65
M. Hornschuh,63,60,41,54,52,65,65
S. D'Angelo,63,,,,,,
A. Ioniţă,63,69,60,66,65,58,65
O. Arce,63,52,64,58,60,40,73
M. Vidal,63,,,,,,
Santamaría,63,58,26,41,37,64,72
G. Garza,63,71,53,60,64,62,69
S. Suciu,63,68,55,62,63,51,73
L. Paulussen,63,73,54,59,63,59,67
Arturo,63,72,62,39,53,30,69
N. Ajose,63,80,63,50,63,31,56
J. Anibaba,63,72,43,53,56,65,64
Kim Eun Sun,63,76,57,59,64,57,79
S. Saad,63,74,66,59,63,28,48
P. Roberts,63,91,52,57,64,25,67
Z. Anderson,63,62,41,51,47,62,72
A. Zahirović,63,58,37,52,53,67,71
D. Schloffer,63,76,55,58,64,27,55
Choi Young Jun,63,70,59,65,68,38,55
Nicolas,63,,,,,,
T. Savanier,63,77,55,60,66,37,50
R. Pucino,63,67,40,54,59,60,65
V. Rykov,63,54,31,36,36,64,73
T. Dingomé,63,78,57,61,69,59,68
B. Schuler,63,81,60,39,63,31,61
A. Koro Koné,63,77,60,51,67,29,55
T. Meyer,63,65,28,47,56,62,68
C. Rodríguez,63,76,39,58,64,61,65
S. Sharahili,63,69,43,52,59,63,77
Antuñez,63,49,32,48,39,61,74
R. Filippi,63,43,29,43,34,59,81
A. Corryn,63,70,31,54,62,62,62
A. García,63,79,59,53,69,28,52
Chumbi,63,69,61,50,57,29,69
D. Imbongo,63,66,60,51,66,28,72
D. Machís,63,74,64,42,66,30,47
Gu Bon Sang,63,48,37,58,58,60,69
T. Nocchi,63,,,,,,
D. Nazarov,63,80,59,54,67,25,64
D. Lück,63,,,,,,
J. Suk,63,45,65,55,59,57,82
C. Alvarez,63,61,57,64,66,41,56
M. Thømt Jensen,63,57,42,43,50,62,71
C. Amaya,63,74,64,44,63,29,58
J. Pineda,63,80,59,51,70,28,64
S. García,63,83,60,45,67,27,57
I. González,63,,,,,,
M. Biskupovic,63,38,34,42,43,61,80
D. Rosero,63,77,38,42,59,65,68
M. Rosales,63,64,34,53,58,62,65
J. Suazo,63,70,42,54,61,62,73
E. Kobozev,63,,,,,,
U. Luna,63,84,57,55,66,40,49
Vítor Gonçalves,63,67,53,62,64,47,58
R. Villarraga,63,61,30,55,55,61,73
M. Heinloth,63,68,36,52,62,65,64
E. Alic,63,54,34,48,43,64,63
L. Castillo,63,78,57,58,66,33,51
J. Cano,63,83,62,37,64,27,67
Adán Pérez,63,64,64,60,62,57,66
N. Yılmaz,63,,,,,,
E. Aguilera,63,60,47,56,52,61,73
Jorge Díaz,63,77,56,54,70,29,56
D. Mbala,63,83,55,54,68,23,44
Ebinho,63,68,65,44,63,26,57
Iago,63,67,29,46,52,63,64
M. Baran,63,61,46,55,58,61,74
A. Mathisen,63,75,58,55,67,42,62
S. Cuthbert,63,56,33,49,50,63,80
J. Lillis,63,,,,,,
R. Hall,63,67,61,62,64,44,57
T. Robinson,63,90,64,52,59,35,63
T. Diagouraga,63,72,51,61,66,60,65
K. Steppe,63,,,,,,
A. Sutchuin-Djoum,63,67,56,62,66,58,68
M. Almebäck,63,80,31,43,39,65,79
P. Haglund,63,61,59,58,54,60,83
A. Potter,63,83,53,54,67,37,62
A. Feick,63,69,58,60,61,60,71
M. Zullo,63,81,50,62,71,59,60
D. Plessis,63,58,50,59,62,66,71
M. Dreyer,63,,,,,,
J. Ryan,63,67,57,64,66,58,71
A. Yoda,63,78,38,59,64,50,74
J. Rowell,63,60,60,65,66,57,66
César Ortiz,63,44,25,51,38,62,70
S. Nyassi,63,86,62,57,66,38,54
Kim Min Kyun,63,66,58,58,67,35,57
J. Deckers,63,,,,,,
O. Malik,63,66,38,58,61,61,68
A. Taylor,63,67,33,41,48,61,68
F. Kurto,63,,,,,,
T. Deric,63,,,,,,
J. Hanson,63,56,64,39,51,31,83
N. Miatke,63,81,48,57,67,60,57
Diego García,63,,,,,,
M. Gaffoor,63,58,28,39,33,58,79
C. Bone,63,69,57,62,67,40,64
B. Zemanski,63,55,56,62,64,62,71
E. Mæland,63,64,58,68,61,43,61
K. Barmen,63,66,63,54,54,52,72
A. Letellier,63,,,,,,
Kang Soo Il,63,90,52,56,70,32,77
J. Parpeix,63,61,45,59,56,62,69
Eloy Gila,63,82,57,52,65,28,60
D. Petratos,63,84,60,55,65,33,56
A. Dudiev,63,68,38,56,52,62,69
H. Çolak,63,72,57,60,69,28,54
J. Reinhardt,63,80,58,61,65,59,66
Mikel Iribas,63,73,55,60,57,56,74
F. Kiss,63,50,55,59,64,59,70
H. Bunn,63,77,62,53,68,33,68
L. Antal,63,71,61,62,63,30,38
Y. Abdelhamid,63,48,28,39,35,63,75
T. Cascio,63,83,62,57,64,31,67
W. Creavalle,63,71,49,54,64,64,74
M. Coulibaly,63,73,58,58,66,32,60
N. Fitzgerald,63,80,61,58,68,35,52
T. Al Dosari,63,73,57,59,71,30,52
Jaime Poulson,63,67,64,48,63,28,54
F. Darwish,63,84,58,56,66,49,65
Elton,63,82,60,57,68,30,67
P. Riese,63,69,58,52,61,62,73
A. Assiri,63,80,57,58,70,27,49
Lucas Souza,63,55,55,56,57,61,72
Albizua,63,65,32,44,41,61,80
S. Karlsson,63,72,40,58,61,60,66
M. Mirabaje,63,69,59,65,68,47,61
L. Jerez Silva,63,72,38,60,63,63,64
Y. Wachter,63,69,31,42,46,65,58
P. Tschernegg,63,46,38,54,58,61,73
J. García,63,65,32,48,60,64,64
S. Fortès,63,57,40,52,41,61,73
O. Martler,63,,,,,,
A. Arreguín,63,72,48,60,66,60,65
Mata,63,60,67,48,62,29,54
Querol,63,53,68,46,62,28,53
R. García,63,75,55,57,67,29,50
Diogo Jota,63,74,57,55,67,32,49
A. Ba,63,66,31,40,42,62,73
P. Piazzetta,63,69,28,39,43,64,70
C. Valencia,63,86,46,60,65,60,52
G. Nielsen,63,,,,,,
E. Zverotić,63,70,53,55,61,61,76
A. Skjølsvik,63,70,63,56,64,49,65
João Dias,63,68,41,56,57,64,67
J. Tadić,63,73,62,56,62,35,69
C. Pagenburg,63,69,62,46,63,32,65
P. Hartley,63,52,31,51,46,65,70
J. Cardle,63,79,56,58,66,28,60
M. Simonsen,63,74,59,63,62,60,70
K. Mączyński,63,56,48,66,62,59,52
W. Corstjens,63,56,36,55,58,64,69
E. Solís,63,65,58,60,66,62,70
J. Salze,63,38,30,44,36,62,72
J. Guerrero,63,65,49,63,66,65,76
R. Reid,63,82,61,53,62,30,81
R. Meulens,63,86,62,52,65,22,60
Ruymán,63,68,45,55,53,64,70
Lee Seung Yeoul,63,73,58,59,63,33,67
R. Dejmek,63,65,33,49,48,62,74
T. Archibald-Henville,63,66,34,42,46,62,75
A. Hušidić,63,59,62,63,64,55,58
M. Sandberg,63,,,,,,
A. Al Zori,63,68,41,51,60,62,77
T. Bosmel,63,,,,,,
M. El-Gabas,63,77,60,58,65,29,67
F. Moubandje,63,67,43,56,61,63,65
M. Wittek,63,63,41,42,46,62,75
A. Sepúlveda,63,71,63,57,63,27,67
A. Sørensen,63,72,53,51,73,40,43
M. Kosanović,63,48,39,57,49,66,70
M. Kalkowski,63,49,36,50,48,64,67
C. Quintero,63,73,44,60,68,59,65
S. McCarthy,63,54,55,54,57,63,67
Cho Ji Hun,63,66,64,61,62,45,60
Park Soo Chang,63,72,61,54,61,49,68
S. Larsen,63,63,28,47,48,62,68
M. Durak,63,78,67,44,62,30,54
M. Al Qarni,63,66,53,55,54,62,71
M. Stiefler,63,77,41,59,64,27,60
N. De Schutter,63,55,28,57,56,62,73
A. Jahn,63,63,60,45,63,28,73
P. Paton,63,52,40,60,57,61,71
A. Vacca,63,70,52,62,60,59,69
G. Voboril,63,75,30,55,65,60,69
C. Rigamonti,63,,,,,,
L. Lambooij,63,70,47,67,61,58,62
H. Cid,63,58,38,49,53,64,62
C. Ramírez,63,57,27,38,37,62,70
L. Mulholland,63,69,60,62,64,53,68
G. Díaz,63,68,54,62,67,38,48
H. Fredes,63,69,53,58,70,35,51
Carlos Santos,63,34,32,34,37,63,80
Rojas,63,53,29,34,33,64,71
E. Tellechea,63,73,57,57,59,60,66
M. Fogliaccia,63,81,58,60,64,24,39
C. Dickinson,63,60,32,52,53,63,74
N. Doyle,63,71,53,61,60,63,79
N. Adams,63,79,56,60,63,37,62
C. Bell,63,,,,,,
J. Vermeulen,63,62,55,63,62,63,67
F. González,63,69,61,46,68,34,65
B. Olejnik,63,,,,,,
T. Johansen,63,69,30,58,50,61,69
Pedro Correia,63,66,46,54,56,65,68
L. Broxham,63,49,51,53,55,60,81
R. O'Donnell,63,,,,,,
K. Etuhu,63,81,58,60,60,58,69
M. Howard,63,,,,,,
A. Wiss,63,65,62,60,60,60,64
M. Green,63,88,67,45,55,25,66
A. Auassar,63,45,55,62,59,62,77
A. Mendomo,63,63,31,51,51,62,78
L. Krogh Gerson,63,65,50,63,62,55,74
D. Seaborne,63,55,26,48,43,63,70
J. Godée,63,74,61,57,66,39,69
T. Bowen,63,79,62,58,66,42,61
D. Cruz,63,84,60,56,66,52,72
D. Barnes,63,68,40,47,54,62,72
S. Sène,63,67,64,58,64,28,64
Sidnei,63,83,60,54,66,29,55
M. Dugandžić,63,77,54,61,63,26,44
N. Proschwitz,63,48,65,50,55,29,73
J. Solórzano,63,84,61,49,66,33,60
D. Kerr,63,,,,,,
D. Chmiel,63,67,60,62,67,39,57
B. Boulenger,63,67,42,60,64,47,69
K. Baran,63,,,,,,
R. Kristiansen,63,85,44,53,66,60,65
K. Lappe,63,67,62,50,63,30,57
D. Čavušević,63,66,64,55,58,40,74
Alex,63,66,56,62,67,47,51
M. Al Asmari,63,41,52,57,60,60,71
A. Salami,63,70,44,57,63,60,72
Diogo,63,73,59,49,63,29,57
M. Torres,63,73,60,64,65,56,73
J. Grondona,63,59,64,45,63,30,75
F. Machado,63,68,47,58,64,61,71
C. Osmanpaşa,63,63,31,46,55,68,64
Alex Arias,63,70,62,63,59,43,53
D. Distéfano,63,75,56,61,65,28,54
Fary,63,46,64,52,58,27,55
P. Luccin,63,55,58,59,60,61,65
L. Chadwick,63,67,56,61,65,51,61
R. Wallner,63,60,66,62,65,34,75
I. Harte,63,29,66,73,63,68,60
J. Goodwin,63,64,52,63,62,62,81
A. Lockwood,63,41,33,43,54,66,67
K. Davies,63,32,65,60,54,46,83
D. Connolly,63,53,63,49,61,31,57
S. Simonsen,63,,,,,,
T. Cornelisse,63,37,45,61,56,66,64
L. McCulloch,63,59,63,59,50,58,78
E. Hanstveit,63,47,50,62,55,64,71
M. Lindström,63,63,65,62,60,45,74
J. Lucena,63,41,49,54,56,59,74
B. Convey,63,66,56,61,65,54,56
A. Muri,63,55,36,44,50,62,72
J. Standfest,63,69,42,54,58,63,73
César,63,33,38,46,37,66,58
G. Petrovic,63,61,60,66,58,58,70
M. Morisbak Skjønsberg,63,58,42,50,46,61,82
A. Chambers,63,70,50,61,61,60,75
J. Chambers,63,71,49,56,60,60,75
G. Fevang,63,60,63,62,66,61,67
P. Degen,63,81,47,60,62,59,67
M. Amedick,63,35,41,48,44,64,62
J. Ashdown,63,,,,,,
M. Richards,63,68,64,53,60,27,71
S. Derry,63,29,47,62,53,68,74
T. Berni,63,,,,,,
F. Boi,63,62,66,65,60,62,66
S. Kirschstein,63,,,,,,
A. Frara,63,51,48,59,57,54,65
B. Roche,63,,,,,,
A. Østli,63,55,45,53,51,61,74
P. Brożek,63,74,51,59,63,59,68
Juanjo,63,53,63,55,58,33,70
Armando,63,51,36,43,42,60,80
R. Roche,63,,,,,,
L. Williamson,63,66,62,61,62,60,73
T. Lahaye,63,63,38,61,54,62,67
K. Haynes,63,57,62,63,62,39,68
J. Hempte,63,62,59,65,61,62,67
P. Heerwagen,63,,,,,,
D. Kaya,63,66,57,58,65,64,60
M. Yüce,63,59,47,54,57,62,76
C. Ankergren,63,,,,,,
I. McLeod,63,76,61,45,60,31,74
R. Haemhouts,63,63,63,63,62,59,60
Kwon Jeong Hyuk,63,,,,,,
B. Carroll,63,54,46,58,61,62,62
S. Joseph,63,63,63,59,63,61,67
A. Russo,63,57,32,39,33,63,75
D. Nardiello,63,76,61,51,62,33,60
S. Masiello,63,69,54,62,61,72,70
T. Danilevičius,63,54,63,52,52,30,71
H. Reynoso,63,30,48,48,42,60,78
I. Romo,63,61,60,52,54,32,67
T. Kennedy,63,65,37,60,63,64,61
G. Jones,63,58,62,67,58,60,81
Hong Soon Hak,63,72,56,59,61,64,65
C. Lozano,63,,,,,,
M. Berre,63,67,59,54,69,31,63
A. Robinson,63,56,64,65,66,37,59
D. Flinta,63,73,52,49,62,64,66
G. Esmerado,63,32,52,61,55,66,57
S. Dulcich,63,,,,,,
G. De Porras,63,59,66,58,60,40,66
D. Zibung,63,,,,,,
S. Bayrak,63,55,36,53,43,62,76
A. Dereli,63,56,36,60,62,64,65
Guzmán,63,72,56,60,61,34,59
Ion Vélez,63,67,57,52,61,32,63
Ripa,63,81,39,61,60,60,66
A. Belozerov,63,57,39,50,38,63,76
R. Adzhindzhal,63,34,68,69,70,35,41
I. Cherenchikov,63,48,40,53,48,62,72
A. Malarz,63,,,,,,
A. Karadas,63,60,53,56,55,54,77
H. Hauger,63,69,50,57,56,70,72
S. Szałachowski,63,87,62,48,65,34,48
S. Basso,63,71,54,60,65,31,65
B. Pliquett,63,,,,,,
S. Baradji,63,52,42,53,49,61,77
M. Beckmann,63,73,61,62,70,29,60
A. Due,63,72,60,62,61,32,62
J. Rentmeister,63,54,43,50,44,63,70
S. Brown,63,,,,,,
M. Moström,63,81,59,55,63,48,64
G. Zakuani,63,79,26,41,43,63,71
A. Eriksson,63,66,58,60,65,45,71
M. Doyle,63,56,55,63,55,64,79
P. Keegan,63,69,58,60,54,61,69
M. Yeates,63,70,59,60,68,32,73
J. Smith,63,63,33,56,59,65,65
P. Sobolewski,63,72,58,63,68,46,56
S. Clingan,63,67,61,64,61,60,66
E. Bosnar,63,52,56,49,43,62,80
R. Gercaliu,63,64,38,58,60,62,71
Hernani,63,66,46,48,54,61,76
A. Dorman,63,66,57,59,62,62,70
H. Cervantes,63,34,39,51,42,62,74
A. El-Abd,63,47,40,46,44,61,72
C. Diers,63,67,53,63,67,36,64
S. Santana,63,66,63,62,64,35,64
Gato,63,77,68,60,63,35,47
I. Sekagya,63,52,42,49,61,63,72
G. Turus,63,33,49,53,54,64,58
T. Bröker,63,81,68,56,62,37,78
M. Coppola,63,72,48,61,64,58,66
M. Stegmayer,63,79,45,56,66,61,70
D. Barr,63,65,51,56,59,62,67
N. Hoheneder,63,59,33,38,43,63,70
S. Öztürk,63,73,66,65,64,53,58
M. Okuonghae,63,67,42,41,38,63,77
M. Sadler,63,58,44,61,62,62,69
K. Hurst,63,64,60,62,65,31,60
M. Thwaite,63,62,47,51,43,66,69
M. Williams,63,73,28,56,62,62,66
Biel Ribas,63,,,,,,
Gonzalo,63,62,39,48,50,64,71
I. Osbourne,63,72,47,59,63,60,78
R. Clarke,63,,,,,,
M. Roberts,63,57,38,46,46,61,80
T. Craig,63,66,29,46,54,62,67
O. Türk,63,66,66,67,67,56,66
A. Cristiano,63,75,60,65,61,48,66
M. Troiano,63,66,56,65,60,54,77
L. Croft,63,63,47,61,65,53,63
Oriol,63,56,43,52,46,62,73
A. Simon,63,66,62,55,61,42,64
T. McMahon,63,68,45,58,60,63,71
D. O'Rourke,63,67,39,52,57,61,73
J. Riley,63,77,40,60,55,59,73
J. Hernandez,63,56,45,48,56,62,64
H. Pearce,63,70,50,57,62,63,70
Rui Sacramento,63,,,,,,
M. Dimitrijević,63,67,54,65,65,44,69
G. Dicker,63,67,44,66,59,51,70
W. Kędziora,63,49,62,45,55,40,74
F. Öztürk,63,,,,,,
L. Buysens,63,47,41,50,46,64,67
J. Hamill,63,64,52,62,62,64,79
D. Perrinelle,63,52,44,50,39,64,64
D. Grainger,63,62,43,59,61,61,72
T. Stuckmann,63,,,,,,
A. Taylor,63,72,45,61,57,61,73
Alex Ortiz,63,58,37,43,41,64,68
S. Aresti,63,,,,,,
Romeu,63,53,48,56,51,64,72
J. Moulin,63,,,,,,
M. Toppel,63,,,,,,
L. Ceccarelli,63,74,51,56,58,59,74
C. Lines,63,72,60,68,65,47,63
N. Riley,63,81,48,59,66,42,64
